method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,realization,channel_kind,water_level_w,sensing_model,min_sensing_surrogate,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays,dinkelbach_iterations,dinkelbach_converged,dinkelbach_q_final_bit_per_j,dinkelbach_final_residual_bps,total_solve_time_s,asymmetry
uniform,Uniform,ok,ok,1.4846002159174532e-05,False,,none,392.8371166327978,5892556.749491967,1.0,3.357142857142857,1755229.670061437,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,5.892556749491967,1.755229670061437,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,13,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00020056900029885583,False,,none,392.846243295939,5892693.649439085,0.999999999999069,3.357142857140197,1755270.44877048,76245604153.13712,2.0114687201256678e+18,2.0114687201256678e+18,2.0111936207698068e+18,4.971491676676555e-19,0.10569004080872565,-13.392439842864457,-9.856081147779378,0.01577417264573633,5.0824250548891034e-08,64,-3229.2045079780823,76235176391.45377,76235176391.38278,5.892693649439085,1.75527044877048,76245604153.13712,2.0114687201256678e+18,2.0111936207698068e+18,2.0114687201256678e+18,0.013676541579220033,3229.2045079780823,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.14140511481410536,False,False,True,-13.256466474732292,-13.572551776935533,-13.392439842864457,-13.392439842864457,0.13597336813216465,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,13,natural_tdl,0.015907909649163925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007851659000152722,False,,conventional_s2,391.45778005832506,5871866.700874876,0.9999999993393806,3.3571428552553733,1749066.6778397225,88790624903.87152,2.342424414079487e+18,2.342424414079487e+18,2.3421494558181084e+18,4.269081187804194e-19,0.09793950717135226,-10.549081746551746,-6.234528344713156,0.02316830838179982,7.689948217355433e-06,64,-3228.3762966804384,88780202549.01537,88780202490.36543,5.871866700874876,1.7490666778397226,88790624903.87152,2.342424414079487e+18,2.3421494558181084e+18,2.342424414079487e+18,0.01173819141082559,3228.3762966804384,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.00011738186767025716,True,False,True,-13.256466474732292,-11.014271767951113,-10.541479635945466,-10.541479635945466,-2.7149868387868263,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,13,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.4898703720027697,False,,conventional_s2,390.2051340787329,5853077.011180993,0.9999999994804076,3.357142855658308,1743469.7487823328,88790624865.65457,2.342424413071269e+18,2.342424413071269e+18,2.3421455367871365e+18,4.269081189641677e-19,0.09793950719242965,-13.023351327297055,-5.412460085791721,0.03377721764968427,1.9222571475070103e-05,64,-3251.296338797791,88780053983.90683,88780053937.77739,5.853077011180993,1.7434697487823327,88790624865.65457,2.342424413071269e+18,2.3421455367871365e+18,2.342424413071269e+18,0.011905454988265916,3251.296338797791,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0001190549338099926,True,False,True,-13.256466474732292,-13.256466470651349,-13.023351327297055,-13.023351327297055,-0.2331151474352371,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,13,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.009793244000320556,False,,exact_efim,391.45629899119666,5871844.48486795,0.9999999993143509,3.35714285518386,1749060.0603429992,88795198175.18912,2.3425450635556915e+18,2.3425450635556915e+18,2.342424411341129e+18,4.268861314804867e-19,0.09793698502085581,-10.548213017601526,-6.233963024772512,0.023007931636767016,7.67562326667439e-06,64,-2138.5450940733285,88790624860.95207,88790624800.07286,5.87184448486795,1.749060060342999,88795198175.18912,2.3425450635556915e+18,2.342424411341129e+18,2.3425450635556915e+18,0.00515047571290556,2138.5450940733285,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.1225837095603699e-09,False,False,True,-13.256466474732292,-11.013103398604185,-10.54052443896069,-10.54052443896069,-2.7159420357716026,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,13,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4813264389995311,False,,exact_efim,390.20279952973704,5853041.992946056,0.9999999998578859,3.357142856736817,1743459.3172586292,88792543504.46239,2.3424750295230633e+18,2.3424750295230633e+18,2.342424412417618e+18,4.268988942877243e-19,0.09793844904302312,-13.023515268934782,-5.412133467095358,0.03336563275165403,1.9204424525012563e-05,64,-1385.1583248944821,88790624853.49603,88790624840.87764,5.853041992946055,1.7434593172586292,88792543504.46239,2.3424750295230633e+18,2.342424412417618e+18,2.3424750295230633e+18,0.002160838634667616,1385.1583248944821,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-6.630219420260144e-10,False,False,True,-13.256466474732292,-13.256466473409754,-13.023515268934782,-13.023515268934782,-0.2329512057975105,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,13,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.49431329800063395,False,,exact_efim,390.20279952973704,5853041.992946056,0.9999999998578859,3.357142856736817,1743459.3172586292,88792543504.46239,2.3424750295230633e+18,2.3424750295230633e+18,2.342424412417618e+18,4.268988942877243e-19,0.09793844904302312,-13.023515268934782,-5.412133467095358,0.03336563275165403,1.9204424525012563e-05,64,-1385.1583248944821,88790624853.49603,88790624840.87764,5.853041992946055,1.7434593172586292,88792543504.46239,2.3424750295230633e+18,2.342424412417618e+18,2.3424750295230633e+18,0.002160838634667616,1385.1583248944821,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-6.630219420260144e-10,False,False,True,-13.256466474732292,-13.256466473409754,-13.023515268934782,-13.023515268934782,-0.2329512057975105,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,13,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.414984144093598,-0.2329512057975105,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.49431329800063395,0.0,249.0,-13.023515268934782,-13.256466473409754,,0.0,,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,1.624141698997846,False,,exact_efim,375.5368038533715,5633052.057800572,0.9198009699644957,3.1280027713271306,1800846.2490621817,88790910221.6607,2.3424319411732076e+18,2.3424319411732076e+18,2.3424244112255836e+18,4.269067469679182e-19,0.09793934981343105,-13.04236819421747,-0.6905637817272497,0.06249999981626229,0.0001011325103619227,64,-557.0572225023338,96532432227.28975,88790624795.69305,5.6330520578005725,1.8008462490621817,88790910221.6607,2.3424319411732076e+18,2.3424244112255836e+18,2.3424319411732076e+18,0.0003214585444973323,557.0572225023338,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.1719110642920155e-09,False,False,True,-13.256466474732292,-13.25646646126242,-13.04236819421747,-13.04236819421747,-0.21409828051482194,True,0.25,4,32,-2.2786458333333335e-06,1.0416666666666667e-06,13,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,251.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-0.6941767646453118,-0.21409828051482194,249.0,1985.0,2.0,251.0,True,2.0,dense_psl_satisfied,False,1.624141698997846,2.0,251.0,-13.001584917758535,-13.256466460590456,-3.2877604166666667e-06,1.0,4.0,True,1800846.2486905714,0.001162397675216198,0.7558282569989387,
uniform,Uniform,ok,ok,1.4157998521113768e-05,False,,none,344.5521183172437,5168281.774758656,1.0,3.357142857142857,1539488.1882259825,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,5.168281774758656,1.5394881882259825,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,14,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00021394999930635095,False,,none,344.552744058636,5168291.16087954,0.9999999999996227,3.3571428571417794,1539490.9840922721,76685162818.65761,2.0230649100460575e+18,2.0230649100460575e+18,2.0230401179789368e+18,4.9429951309730035e-19,0.10538669831189396,-13.279566604192745,-9.715338885840897,0.015686627272717857,3.48237830172502e-09,64,-969.4091907338853,76684223064.50746,76684223064.47853,5.16829116087954,1.5394909840922721,76685162818.65761,2.023064910046058e+18,2.0230401179789368e+18,2.0230649100460575e+18,0.0012254706706407942,969.4091907338853,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13634774897618332,False,False,True,-13.256466474732292,-13.476436196589303,-13.279566604192745,-13.279566604192745,0.02310012946045248,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,14,natural_tdl,0.01601275713460476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007943557000544388,False,,conventional_s2,343.2734707436582,5149102.061154873,0.9999999985044157,3.3571428528697593,1533775.083998379,88790624881.10408,2.3424244134788485e+18,2.3424244134788485e+18,2.342399521863152e+18,4.269081188898861e-19,0.09793950718390895,-10.530583894221156,-6.236459341708612,0.022730158791502177,7.63576386057237e-06,64,-971.3534953497325,88789681486.28502,88789681353.49257,5.149102061154873,1.533775083998379,88790624881.10408,2.342424413478849e+18,2.342399521863152e+18,2.3424244134788485e+18,0.0010626432833073256,971.3534953497325,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-1.0626642804828364e-05,True,False,True,-13.256466474732292,-10.998094520342619,-10.523712089764954,-10.523712089764954,-2.732754384967338,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,14,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.46150507899801596,False,,conventional_s2,342.0130248285045,5130195.372427568,0.9999999994415029,3.3571428555471514,1528143.303151585,88790624858.8462,2.3424244128916547e+18,2.3424244128916547e+18,2.342398554750181e+18,4.269081189969025e-19,0.09793950719618459,-13.02344721485662,-5.414626099882025,0.03340677680821845,1.9170643909643278e-05,64,-990.0324214971727,88789644744.2399,88789644694.65114,5.1301953724275675,1.528143303151585,88790624858.8462,2.342424412891654e+18,2.342398554750181e+18,2.3424244128916547e+18,0.0011039050537332334,990.0324214971727,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-1.1039511184057994e-05,True,False,True,-13.256466474732292,-13.256466460777315,-13.02344721485662,-13.02344721485662,-0.23301925987567174,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,14,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.00926729200000409,False,,exact_efim,343.273341282802,5149100.11924203,0.9999999986680083,3.3571428533371668,1533774.505342711,88791048613.19754,2.3424355921410314e+18,2.3424355921410314e+18,2.342424411676743e+18,4.269060815823673e-19,0.09793927348826861,-10.530452643507285,-6.236378054232149,0.02268327379019067,7.634664044872622e-06,64,-650.9995419633316,88790624931.06284,88790624812.79446,5.14910011924203,1.533774505342711,88791048613.19754,2.3424355921410314e+18,2.342424411676743e+18,2.3424355921410314e+18,0.000477300819957096,650.9995419633316,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-9.793073886689336e-10,False,False,True,-13.256466474732292,-10.997957049838313,-10.523578569125434,-10.523578569125434,-2.7328879056068587,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,14,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5192097440012731,False,,exact_efim,342.01280821499137,5130192.12322487,0.9999999994431565,3.357142855551876,1528142.3353018218,88790805228.84148,2.3424291713116e+18,2.3424291713116e+18,2.3424244099316895e+18,4.2690725177404975e-19,0.09793940771878162,-13.023451100775496,-5.41455180764012,0.033301683599267655,1.9169458675959612e-05,64,-424.8319598884917,88790624796.0899,88790624746.64743,5.13019212322487,1.5281423353018218,88790805228.84148,2.3424291713115996e+18,2.3424244099316895e+18,2.3424291713116e+18,0.00020326676123103235,424.8319598884917,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.7242849792337109e-09,False,False,True,-13.256466474732292,-13.256466467314427,-13.023451100775496,-13.023451100775496,-0.23301537395679617,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,14,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5260086250018503,False,,exact_efim,342.01280821499137,5130192.12322487,0.9999999994431565,3.357142855551876,1528142.3353018218,88790805228.84148,2.3424291713116e+18,2.3424291713116e+18,2.3424244099316895e+18,4.2690725177404975e-19,0.09793940771878162,-13.023451100775496,-5.41455180764012,0.033301683599267655,1.9169458675959612e-05,64,-424.8319598884917,88790624796.0899,88790624746.64743,5.13019212322487,1.5281423353018218,88790805228.84148,2.3424291713115996e+18,2.3424244099316895e+18,2.3424291713116e+18,0.00020326676123103235,424.8319598884917,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.7242849792337109e-09,False,False,True,-13.256466474732292,-13.256466467314427,-13.023451100775496,-13.023451100775496,-0.23301537395679617,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,14,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.4173991597552265,-0.23301537395679617,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5260086250018503,0.0,249.0,-13.023451100775496,-13.256466467314427,,0.0,,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,0.8297280389997468,False,,exact_efim,327.7638722821349,4916458.084232024,0.920248654089791,3.129281868827974,1571113.8498601948,88790666394.9388,2.3424255086735283e+18,2.3424255086735283e+18,2.342424410965911e+18,4.2690791929015547e-19,0.09793948428823109,-13.029188023812077,-0.7919891218400998,0.06249999965446996,9.802747654059254e-05,64,-212.6383075119743,96485470955.31697,88790624785.85005,4.916458084232024,1.5711138498601949,88790666394.9388,2.3424255086735283e+18,2.342424410965911e+18,2.3424255086735283e+18,4.686200748819591e-05,212.6383075119743,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.2827673952161896e-09,False,False,True,-13.256466474732292,-13.256466458424931,-13.029188023812077,-13.029188023812077,-0.22727845092021504,True,0.25,4,32,-3.3203125000000002e-06,1.0416666666666667e-06,14,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-0.7956340926368919,-0.22727845092021504,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.8297280389997468,0.0,249.0,-13.029188023812077,-13.256466458424931,,0.0,4.0,True,1571113.8498744832,-4.471186548471451e-05,0.7825585930004308,
uniform,Uniform,ok,ok,1.4293000276666135e-05,False,,none,299.69116345220186,4495367.4517830275,1.0,3.357142857142857,1339045.6239353698,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,4.495367451783028,1.3390456239353699,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,15,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00018833399735740386,False,,none,301.514790891405,4522721.863371075,0.9999999999995485,3.357142857141567,1347193.7465365827,68656092902.27947,1.811246495491176e+18,1.811246495491176e+18,1.779260418574667e+18,5.521059681768046e-19,0.11137864450943993,-13.696943233630105,-10.576852534706127,0.017037607238854943,1.1885074538154786e-05,62,34820.1992526055,67443646626.31932,67443646626.28887,4.522721863371075,1.3471937465365826,68656092902.27947,1.811246495491176e+18,1.779260418574667e+18,1.811246495491176e+18,1.7659703964166902,34820.1992526055,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.24041928185054973,False,False,True,-13.256466474732292,-13.696943233630105,-13.67380720231089,-13.67380720231089,0.41734072757859764,True,0.25,4,32,-1.5950520833333334e-06,1.0416666666666667e-06,15,natural_tdl,0.017257870286387776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.008246050001616823,False,,conventional_s2,298.2618156935855,4473927.235403783,0.9999999984835505,3.3571428528101444,1332659.178223178,88790624800.70953,2.3424244113579254e+18,2.3424244113579254e+18,2.2922973629974157e+18,4.269081192764255e-19,0.0979395072282481,-9.740707475432487,-5.281020665030489,0.03273896560457235,2.253673589218568e-05,64,43589.996087036605,86890537176.48816,86890537044.72305,4.4739272354037825,1.332659178223178,88790624800.70953,2.3424244113579254e+18,2.2922973629974157e+18,2.3424244113579254e+18,2.139964394046362,43589.996087036605,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,False,False,-0.021399645032007468,True,True,True,-13.256466474732292,-10.263811366424703,-9.740707475432487,-9.740707475432487,-3.5157589992998055,False,0.25,4,32,-1.4322916666666667e-06,1.0416666666666667e-06,15,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.513320901998668,False,,conventional_s2,296.4406828088629,4446610.242132943,0.9999999994730041,3.357142855637155,1324522.2003783383,88790624850.56316,2.3424244126731356e+18,2.3424244126731356e+18,2.2980355256771505e+18,4.269081190367277e-19,0.09793950720075285,-12.9756741868461,-4.90603925151022,0.04792475086214365,2.9911579179167735e-05,64,41019.26661151182,87108044664.00916,87108044618.10358,4.446610242132943,1.3245222003783383,88790624850.56316,2.3424244126731356e+18,2.2980355256771505e+18,2.3424244126731356e+18,1.8949976253589884,41019.26661151182,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,False,True,-0.01894997679703211,True,True,True,-13.256466474732292,-13.25646645885004,-12.9756741868461,-12.9756741868461,-0.28079228788619304,False,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,15,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.00937975200213259,False,,exact_efim,297.97115243562416,4469567.2865343625,0.9999999984260699,3.3571428526459144,1331360.4701127617,89239572547.4186,2.354268298746665e+18,2.354268298746665e+18,2.342424403125298e+18,4.2476042366639655e-19,0.09769283884868668,-9.714913503386033,-5.46159672751439,0.028885357139457644,1.6565435824379947e-05,64,21188.39445255373,88790624628.39842,88790624488.6482,4.469567286534362,1.3313604701127617,89239572547.4186,2.354268298746665e+18,2.342424403125298e+18,2.354268298746665e+18,0.5030818121992334,21188.39445255373,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-4.629988683227443e-09,False,False,True,-13.256466474732292,-10.257757440330819,-9.714913503386033,-9.714913503386033,-3.5415529713462597,False,0.25,4,32,-1.4322916666666667e-06,1.0416666666666667e-06,15,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.48535615500077256,False,,exact_efim,296.1426503279813,4442139.75491972,0.9999999995687092,3.357142855910598,1323190.5657809207,88945606234.43301,2.346513044526979e+18,2.346513044526979e+18,2.3424244099555645e+18,4.2616426204508256e-19,0.09785414369171755,-13.024471762311281,-5.257281109186582,0.0382802951823646,2.1405832249747344e-05,64,12449.156073704198,88790624785.84698,88790624747.55241,4.44213975491972,1.3231905657809206,88945606234.43301,2.3465130445269786e+18,2.3424244099555645e+18,2.346513044526979e+18,0.17424299348988848,12449.156073704198,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.7140925171599704e-09,False,False,True,-13.256466474732292,-13.256466465523772,-13.024471762311281,-13.024471762311281,-0.23199471242101133,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,15,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4640445170007297,False,,exact_efim,296.1426503279813,4442139.75491972,0.9999999995687092,3.357142855910598,1323190.5657809207,88945606234.43301,2.346513044526979e+18,2.346513044526979e+18,2.3424244099555645e+18,4.2616426204508256e-19,0.09785414369171755,-13.024471762311281,-5.257281109186582,0.0382802951823646,2.1405832249747344e-05,64,12449.156073704198,88790624785.84698,88790624747.55241,4.44213975491972,1.3231905657809206,88945606234.43301,2.3465130445269786e+18,2.3424244099555645e+18,2.346513044526979e+18,0.17424299348988848,12449.156073704198,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.7140925171599704e-09,False,False,True,-13.256466474732292,-13.256466465523772,-13.024471762311281,-13.024471762311281,-0.23199471242101133,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,15,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.260181423972675,-0.23199471242101133,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4640445170007297,0.0,249.0,-13.024471762311281,-13.256466465523772,,0.0,,,,,,
