asymmetry,method,metric,count,mean,median,std,ci95_low,ci95_high,p05,p25,p75,p95,max,min
0.0,conventional_s2,independently_evaluated_unknown_fim,8,2.3411086055308257e+18,2.3412188128501504e+18,1156716327647100.8,2.340141566480522e+18,2.342075644581129e+18,2.3394208978519506e+18,2.340578406457657e+18,2.3419340723325466e+18,2.3424096358213325e+18,2.342412623649602e+18,2.3392904090673336e+18
0.0,conventional_s2,physical_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
0.0,conventional_s2,false_sensing_feasibility_rate,8,1.0,,,1.0,1.0,,,,,,
0.0,exact_efim,fim_mismatch_percent,8,0.024095539984730963,0.022662246967807963,0.02028223729848928,0.00713916526573545,0.041051914703726475,0.0002807967976664961,0.0097518925850632,0.03478393458113004,0.05288175149385867,0.05521177071481226,0.00024197879069785992
0.0,exact_efim,centroid_magnitude_hz,8,4014.169161389691,4478.89414535419,2458.659641446289,1958.6782619739897,6069.660060805392,497.20718911694473,2676.8978975008094,5525.796214740342,6850.965061022394,7003.5674871809015,463.52454076585354
0.0,exact_efim,rate_spectral_efficiency,8,316.42652300755685,316.83562097506933,12.385311828651458,306.0721431978963,326.7809028172174,299.68727868970285,310.95059669555167,321.64252572810756,332.95392241219287,337.7991826084635,295.3399549158661
0.0,exact_efim,ee_mbit_per_j,8,1.4138206355263954,1.4156485202015183,0.05533862734633364,1.3675563852905903,1.4600848857622004,1.3390282671357967,1.389353730797548,1.4371261796300183,1.4876664625309173,1.5093154973890868,1.3196040543448686
0.0,exact_efim,dense_psl_db,8,-10.39080130490096,-10.47957962984734,0.35684357876786665,-10.689130002500116,-10.092472607301803,-10.790762515541939,-10.621976285713304,-10.159131125691893,-9.887838312629734,-9.88008247740497,-10.820470697882945
0.0,exact_efim,independently_evaluated_unknown_fim,8,2.3424244104889595e+18,2.3424244103971553e+18,2262928733.9002247,2.3424244085971036e+18,2.3424244123808154e+18,2.3424244078813983e+18,2.3424244092697395e+18,2.3424244109577733e+18,2.3424244138578063e+18,2.342424414926636e+18,2.342424407168139e+18
0.0,exact_efim,physical_sensing_feasibility_rate,8,1.0,,,1.0,1.0,,,,,,
