method,metric,count,mean,median,std,ci95_low,ci95_high,p05,p25,p75,p95,max,min,rate
exact_efim_sampled_psl,physical_sensing_feasibility_rate,60,1.0,,,1.0,1.0,,,,,,,1.0
exact_efim_sampled_psl,dense_psl_feasibility_rate,60,0.9333333333333333,,,0.8683513685493947,0.998315298117272,,,,,,,0.9333333333333333
exact_efim_sampled_psl,false_sensing_feasibility_rate,60,0.0,,,0.0,0.0,,,,,,,0.0
exact_efim_cutting_plane_psl,rate_spectral_efficiency,60,307.25004702216046,298.9991363419826,91.24504547870256,283.6789523445745,330.8211416997464,170.972860839891,229.93583090052883,388.8167670999969,438.215561496808,486.1823578587047,133.62245099907173,
exact_efim_cutting_plane_psl,rate_mbps,60,4.608750705332407,4.4849870451297384,1.3686756821805386,4.2551842851686175,4.962317125496197,2.564592912598365,3.449037463507932,5.832251506499953,6.5732334224521205,7.29273536788057,2.0043367649860757,
exact_efim_cutting_plane_psl,tx_power_w,60,0.999999999511677,0.9999999995021209,9.237755729806625e-11,0.9999999994878133,0.9999999995355406,0.9999999993998817,0.9999999994383848,0.9999999995790458,0.9999999996607304,0.9999999997485975,0.9999999993776256,
exact_efim_cutting_plane_psl,system_power_w,60,3.3571428557476484,3.3571428557203458,2.639358460364436e-10,3.3571428556794665,3.3571428558158303,3.3571428554282337,3.3571428555382425,3.3571428559401313,3.3571428561735157,3.3571428564245647,3.357142855364645,
exact_efim_cutting_plane_psl,ee_mbit_per_j,60,1.3728193596066531,1.3359535884008378,0.4076906288977964,1.2675017024944375,1.4781370167188688,0.7639212934087839,1.0273728619106515,1.7372664068133803,1.957984424584072,2.1723041526612796,0.5970364833868458,
exact_efim_cutting_plane_psl,delay_fim_known_amplitude_per_s2,60,2.345561705125949e+18,2.3424943251702364e+18,8045339221469277.0,2.343483373623042e+18,2.347640036628856e+18,2.34242455657281e+18,2.3424271732567347e+18,2.3434245194571853e+18,2.3663309371883725e+18,2.38099260981368e+18,2.3424244621376814e+18,
exact_efim_cutting_plane_psl,independently_evaluated_unknown_fim,60,2.3424244089567104e+18,2.3424244105059594e+18,10344880167.130566,2.3424244062843443e+18,2.3424244116290765e+18,2.342424407243363e+18,2.342424409489949e+18,2.342424411227823e+18,2.342424412885995e+18,2.3424244140699796e+18,2.342424332320702e+18,
exact_efim_cutting_plane_psl,range_rmse_bound_m,60,0.09787440726548999,0.0979380456719991,0.00016663748074449732,0.09783136023959553,0.09791745429138445,0.09744352388269645,0.09791860608269203,0.09793944948918776,0.09793950419244606,0.09793950616666759,0.09714303851498021,
exact_efim_cutting_plane_psl,centroid_magnitude_hz,60,5684.244510487,1626.631768331532,9384.983597825332,3259.846168951121,8108.64285202288,74.21289577999305,324.73091027364813,6156.297504443861,30099.80682597236,38235.383206706145,42.685212104934344,
exact_efim_cutting_plane_psl,dense_psl_db,60,-13.045098487420969,-13.023755052664947,0.05674978204231909,-13.059758510641233,-13.030438464200705,-13.168407429696803,-13.031047109455198,-13.023407598485447,-13.023349600425728,-13.011343734930803,-13.256466465157624,
exact_efim_cutting_plane_psl,fim_mismatch_percent,60,0.13261038445370774,0.002984653030566715,0.3392379031040808,0.044975941505696754,0.22024482740171872,6.2093942247498745e-06,0.0001187784492849107,0.0426775678319131,1.0102693175802795,1.6198370195527283,2.0520491711452553e-06,
exact_efim_cutting_plane_psl,solve_time_s,60,0.526066149599986,0.4926342480011954,0.1345310232016584,0.49131310116516486,0.5608191980348071,0.47059489945168026,0.4827016294993882,0.5030973602497397,0.9927144400016913,1.042476988000999,0.45928665599785745,
exact_efim_cutting_plane_psl,physical_sensing_feasibility_rate,60,1.0,,,1.0,1.0,,,,,,,1.0
exact_efim_cutting_plane_psl,dense_psl_feasibility_rate,60,1.0,,,1.0,1.0,,,,,,,1.0
exact_efim_cutting_plane_psl,false_sensing_feasibility_rate,60,0.0,,,0.0,0.0,,,,,,,0.0
exact_efim_cutting_plane_psl_ee,rate_spectral_efficiency,60,294.92058001416285,286.97515439660657,88.37168172440506,272.0917539029452,317.7494061253805,164.1132781868778,218.92826351130418,374.25076422500894,422.8434429392117,470.2816780757198,131.37645759659026,
exact_efim_cutting_plane_psl_ee,rate_mbps,60,4.423808700212444,4.304627315949098,1.325575225866076,4.081376308544179,4.766241091880708,2.461699172803167,3.2839239526695625,5.613761463375134,6.342651644088176,7.054225171135797,1.970646863948854,
exact_efim_cutting_plane_psl_ee,tx_power_w,60,0.9267108671585241,0.9219111172645035,0.012014358151235057,0.9236072293446849,0.9298145049723634,0.9184762136764012,0.9195262502228523,0.9295597091619572,0.9475131238645134,0.9790503953892096,0.9174682714815638,
